antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"fasole verde, varza",patrunjel radacina,0.033734939759036145,0.10981067125645438,0.033046471600688465,0.9795918367346937,8.920734437975817,1.0,0.029342015220952655,43.61927710843345,0.9189006650041562,0.2990654205607477,0.9770743564247043,0.6402661378030835
"bors crud, telina",patrunjel radacina,0.049569707401032705,0.10981067125645438,0.048537005163511185,0.9791666666666665,8.916862591431556,1.0,0.04309372231981775,42.729087779689884,0.9341589155948739,0.43788819875776397,0.9765967388502189,0.7105864681295715
"cartofi, fasole verde",bors crud,0.038898450946643716,0.10533562822719449,0.03648881239242685,0.9380530973451328,8.905373358783041,1.0,0.03239141962489743,14.442439144332436,0.9236362653403256,0.33865814696485624,0.9307596182330168,0.6422291630516513
"fasole verde, telina",cartofi,0.03442340791738382,0.10671256454388985,0.03270223752151463,0.9500000000000002,8.902419354838711,1.0,0.029028827382310163,17.865748709122265,0.9193170091002909,0.3015873015873016,0.9440269749518306,0.628225806451613
"apa, bors crud",fasole verde,0.09500860585197934,0.05783132530120482,0.048881239242685025,0.5144927536231884,8.896437198067632,1.0,0.04338676565124525,1.9405862254990107,0.9807777819446156,0.4701986754966887,0.48469179732384443,0.6798654244306418
"fasole verde, varza",cartofi,0.033734939759036145,0.10671256454388985,0.03201376936316695,0.9489795918367346,8.892857142857142,1.0,0.02841382742674657,17.50843373493974,0.9185369908561929,0.29523809523809524,0.9428846683181943,0.6244897959183673
"rosie, varza",ardei gras,0.048537005163511185,0.08296041308089501,0.03580034423407917,0.7375886524822695,8.890850769547688,1.0,0.03177369423600475,3.494664371772805,0.9328001502838696,0.3741007194244604,0.7138494877856579,0.5845619610959065
"bors crud, verdeata",patrunjel radacina,0.09500860585197934,0.10981067125645438,0.09259896729776247,0.9746376811594203,8.87561900867748,1.0,0.08216600851401672,35.09889353331694,0.9804864529320518,0.8251533742331287,0.9715090733828755,0.9089489346235973
"ardei gras, bors crud",cartofi,0.04509466437177281,0.10671256454388985,0.04268502581755594,0.9465648854961832,8.870229007633588,1.0,0.03787285853519808,16.71723629210721,0.9291636625811103,0.39116719242902215,0.9401814999485211,0.6732824427480917
"bors crud, orez",patrunjel radacina,0.03648881239242685,0.10981067125645438,0.03545611015490534,0.9716981132075472,8.848849588927663,1.0,0.03144924917274211,31.45335628227195,0.9205818999157117,0.3198757763975156,0.9682068905135053,0.6472910628733661
"ardei gras, bors crud",patrunjel radacina,0.04509466437177281,0.10981067125645438,0.043717728055077454,0.9694656488549618,8.828519466845343,1.0,0.03876585269032856,29.15370051635107,0.9286058961447411,0.3931888544891641,0.9656990370934508,0.6837923855560075
"apa, ardei gras",varza,0.07056798623063683,0.05748709122203098,0.03580034423407917,0.5073170731707317,8.824886811742369,1.0,0.031743595972283524,1.913021250489937,0.9540064102564103,0.38805970149253727,0.47726665360152504,0.5650357820943479
"cartofi, patrunjel radacina",bors crud,0.06265060240963856,0.10533562822719449,0.05817555938037866,0.9285714285714286,8.815359477124185,1.0,0.0515762188167472,12.525301204819284,0.9458176784654934,0.529780564263323,0.9201616006156215,0.7404295051353875
"bors crud, cartofi",patrunjel radacina,0.060240963855421686,0.10981067125645438,0.05817555938037866,0.9657142857142857,8.79435736677116,1.0,0.051560458702279,25.963855421686773,0.9431042330450614,0.52,0.9614849187935035,0.7477474249888043
"fasole verde, verdeata",ardei gras,0.046815834767642,0.08296041308089501,0.034079173838209985,0.7279411764705882,8.774560654137174,1.0,0.030195312847159476,3.3707401032702236,0.9295519295519294,0.3561151079136691,0.7033292483660131,0.5693647791066634
"fasole verde, patrunjel radacina",ardei gras,0.04475043029259897,0.08296041308089501,0.03235800344234079,0.7230769230769231,8.71592722630067,1.0,0.028645489259718986,3.3115318416523234,0.9267395054629097,0.3393501805054152,0.698024948024948,0.5565592084264284
"fasole verde, verdeata",patrunjel radacina,0.046815834767642,0.10981067125645438,0.04475043029259897,0.9558823529411764,8.704822054213535,1.0,0.039609552051332944,20.17762478485367,0.9285940495041253,0.39999999999999997,0.9504401528592875,0.6817029319564816
"bors crud, lapte",fasole verde,0.06712564543889846,0.05783132530120482,0.033734939759036145,0.5025641025641026,8.69017094017094,1.0,0.029852974721605873,1.8940504285181965,0.9486030574591461,0.36981132075471695,0.47203095284936714,0.542948717948718
"patrunjel radacina, rosie",bors crud,0.0819277108433735,0.10533562822719449,0.0746987951807229,0.9117647058823529,8.655805459438678,1.0,0.06606888828982022,10.13952954675846,0.9633997363232821,0.6636085626911317,0.9013760948781205,0.8104575163398693
